,0
HP:0000118 | Phenotypic abnormality,1
HP:0004214 | Curved phalanges of the 5th finger,3
HP:0009549 | Curved phalanges of the 2nd finger,3
HP:0009653 | Curved thumb phalanx,3
HP:0009285 | Curved phalanges of the 4th finger,3
HP:0009442 | Curved phalanges of the 3rd finger,3
HP:0009702 | Carpal synostosis,3
HP:0009700 | Finger symphalangism,2
HP:0009485 | Radial deviation of the hand or of fingers of the hand,1
HP:0001193 | Ulnar deviation of the hand or of fingers of the hand,1
HP:0004271 | Cortical thickening of hand bones,2
HP:0004272 | Cortical thinning of hand bones,2
HP:0004264 | Narrow carpal joint spaces,1
HP:0005776 | Carpal bone malsegmentation,1
HP:0004262 | Abnormality of the capitate bone,1
HP:0006014 | Abnormally shaped carpal bones,1
HP:0004243 | Abnormality of the scaphoid,1
HP:0004252 | Abnormality of the trapezium,1
HP:0004256 | Abnormality of the trapezoid bone,1
HP:0006092 | Malaligned carpal bone,1
HP:0006180 | Crowded carpal bones,1
HP:0004239 | Proximally placed carpal bones,1
HP:0004248 | Abnormality of the lunate bone,1
HP:0006257 | Abnormality of carpal bone ossification,2
HP:0004259 | Abnormality of the hamate bone,1
HP:0004052 | Delayed ossification of the hand bones,1
HP:0004274 | Deficient ossification of hand bones,1
HP:0004053 | Dysharmonic maturation of the hand bones,1
HP:0004051 | Advanced ossification of the hand bones,1
HP:0004280 | Irregular ossification of hand bones,1
HP:0001187 | Hyperextensibility of the finger joints,1
HP:0006149 | Increased laxity of fingers,1
HP:0006169 | Decreased mobility 3rd-5th fingers,1
HP:0006203 | Decreased movement range in interphalangeal joints,2
HP:0006109 | Absent phalangeal crease,1
HP:0001049 | Absent dorsal skin creases over affected joints,1
HP:0100759 | Clubbing of fingers,2
HP:0001212 | Prominent fingertip pads,2
HP:0011300 | Broad fingertip,1
HP:0006262 | Aplasia/Hypoplasia of the 5th finger,2
HP:0009381 | Short finger,2
HP:0009380 | Aplasia of the fingers,1
HP:0006264 | Aplasia/Hypoplasia of the 2nd finger,2
HP:0009318 | Aplasia/Hypoplasia of the 3rd finger,2
HP:0006165 | Proportionate shortening of all digits,1
HP:0030033 | Small finger,1
HP:0009272 | Aplasia/Hypoplasia of the 4th finger,2
HP:0009601 | Aplasia/Hypoplasia of the thumb,2
HP:0001182 | Tapered finger,1
HP:0001166 | Arachnodactyly,2
HP:0009179 | Deviation of the 5th finger,2
HP:0009468 | Deviation of the 2nd finger,2
HP:0009465 | Ulnar deviation of finger,2
HP:0009603 | Deviation of the thumb,2
HP:0010557 | Overlapping fingers,1
HP:0040019 | Finger clinodactyly,2
HP:0009317 | Deviation of the 3rd finger,2
HP:0009466 | Radial deviation of finger,2
HP:0009273 | Deviation of the 4th finger,2
HP:0001181 | Adducted thumb,1
HP:0009599 | Abnormality of thumb epiphysis,2
HP:0001177 | Preaxial hand polydactyly,3
HP:0032524 | Long thumb,1
HP:0009600 | Flexion contracture of thumb,2
HP:0009602 | Abnormality of thumb phalanx,1
HP:0009541 | Abnormality of the phalanges of the 2nd finger,1
HP:0009946 | Polydactyly affecting the 2nd finger,2
HP:0009537 | Flexion contracture of the 2nd finger,2
HP:0006263 | Abnormality of the epiphyses of the 2nd finger,2
HP:0009769 | Bullet-shaped phalanges of the hand,1
HP:0009833 | Abnormal middle phalanx morphology of the hand,1
HP:0032078 | Angel-shaped phalanx,1
HP:0006192 | Tapered phalanx of finger,1
HP:0009767 | Aplasia/Hypoplasia of the phalanges of the hand,1
HP:0011299 | Partial absence of finger,1
HP:0006155 | Long phalanx of finger,1
HP:0009773 | Symphalangism affecting the phalanges of the hand,1
HP:0100899 | Sclerosis of finger phalanx,2
HP:0009774 | Triangular shaped phalanges of the hand,1
HP:0009770 | Curved phalanges of the hand,1
HP:0009172 | Abnormal 4th finger phalanx morphology,2
HP:0030367 | Finger hyperphalangy,1
HP:0006261 | Abnormal phalangeal joint morphology of the hand,1
HP:0009316 | Abnormal 3rd finger phalanx morphology,2
HP:0006205 | Irregular phalanges,1
HP:0004213 | Abnormal 5th finger phalanx morphology,2
HP:0009832 | Abnormal distal phalanx morphology of finger,1
HP:0009834 | Abnormal proximal phalanx morphology of the hand,1
HP:0009320 | Abnormality of the epiphyses of the 3rd finger,2
HP:0009958 | Polydactyly affecting the 3rd finger,2
HP:0009319 | Joint contracture of the 3rd finger,2
HP:0009183 | Joint contracture of the 5th finger,2
HP:0001162 | Postaxial hand polydactyly,3
HP:0009152 | Abnormality of the epiphyses of the 5th finger,2
HP:0031534 | Passive dorsiflexion of the 5th finger more than 90 degrees,1
HP:0009274 | Joint contracture of the 4th finger,2
HP:0009971 | Polydactyly affecting the 4th finger,2
HP:0009174 | Abnormality of the epiphyses of the 4th finger,2
HP:0001220 | Interphalangeal joint contracture of finger,1
HP:0008954 | Intrinsic hand muscle atrophy,1
HP:0003393 | Thenar muscle atrophy,1
HP:0031177 | Finger flexor weakness,1
HP:0003427 | Thenar muscle weakness,1
HP:0009077 | Weakness of long finger extensor muscles,1
HP:0033466 | Weak grip,1
HP:0001245 | Small thenar eminence,1
HP:0010487 | Small hypothenar eminence,1
HP:0010610 | Palmar pits,2
HP:0001018 | Abnormal palmar dermatoglyphics,2
HP:0025538 | Palmar edema,1
HP:0033252 | Palmar hyperlinearity,1
HP:0007605 | Excessive wrinkling of palmar skin,2
HP:0010765 | Palmar hyperkeratosis,2
HP:0033004 | Palmar warts,1
HP:0009414 | Fragmentation of the epiphyses of the 3rd finger,2
HP:0009690 | Fragmentation of thumb epiphysis,2
HP:0010250 | Fragmentation of the epiphyses of the distal phalanges of the hand,2
HP:0009386 | Fragmentation of the epiphyses of the 5th finger,2
HP:0009492 | Fragmentation of the epiphyses of the 2nd finger,2
HP:0009397 | Fragmentation of the epiphyses of the 4th finger,2
HP:0010261 | Fragmentation of the epiphyses of the middle phalanges of the hand,2
HP:0010272 | Fragmentation of the epiphyses of the proximal phalanges of the hand,2
HP:0041191 | Fractured epiphysis of third metacarpal bone,3
HP:0041190 | Fractured epiphysis of second metacarpal bone,3
HP:0041121 | Fractured epiphysis of fifth metacarpal bone,3
HP:0041192 | Fractured epiphysis of fourth metacarpal bone,3
HP:0010019 | Fragmentation of the epiphysis of the 1st metacarpal,3
HP:0004981 | Prominent styloid process of ulna,1
HP:0005068 | Absent styloid process of ulna,1
HP:0004036 | Long styloid process of ulna,1
HP:0004013 | Medially fused radial epiphyseal plates,1
HP:0005004 | Flattened proximal radial epiphyses,2
HP:0004003 | Medially flattened radial epiphyses,1
HP:0005093 | Absent proximal radial epiphyses,2
HP:0006386 | Hypoplastic distal radial epiphyses,1
HP:0005013 | Dysplastic distal radial epiphyses,1
HP:0006449 | Distal radial epiphyseal osteolysis,1
HP:0004009 | Medially sloping radial epiphyses,1
HP:0008838 | Stippled calcification proximal humeral epiphyses,1
HP:0004997 | Multicentric ossification of proximal humeral epiphyses,1
HP:0010231 | Enlarged epiphyses of the phalanges of the hand,2
HP:0010244 | Abnormality of the epiphyses of the middle phalanges of the hand,2
HP:0010235 | Pseudoepiphyses of the phalanges of the hand,2
HP:0010245 | Abnormality of the epiphyses of the proximal phalanges of the hand,2
HP:0010230 | Cone-shaped epiphyses of the phalanges of the hand,2
HP:0006140 | Premature fusion of phalangeal epiphyses,2
HP:0010236 | Small epiphyses of the phalanges of the hand,2
HP:0010229 | Bracket epiphyses of the phalanges of the hand,2
HP:0010228 | Absent epiphyses of the phalanges of the hand,2
HP:0006213 | Thin proximal phalanges with broad epiphyses of the hand,2
HP:0010234 | Ivory epiphyses of the phalanges of the hand,3
HP:0010243 | Abnormality of the epiphyses of the distal phalanx of finger,2
HP:0010238 | Triangular epiphyses of the phalanges of the hand,2
HP:0010020 | Irregular epiphysis of the 1st metacarpal,3
HP:0009398 | Irregular epiphyses of the 4th finger,2
HP:0009415 | Irregular epiphyses of the 3rd finger,2
HP:0009387 | Irregular epiphyses of the 5th finger,2
HP:0010251 | Irregular epiphyses of the distal phalanges of the hand,2
HP:0010262 | Irregular epiphyses of the middle phalanges of the hand,2
HP:0010273 | Irregular epiphyses of the proximal phalanges of the hand,2
HP:0009691 | Irregular thumb epiphysis,2
HP:0009493 | Irregular epiphyses of the 2nd finger,2
HP:0009782 | Aplasia/Hypoplasia of the biceps,1
HP:0009784 | Aplasia/Hypoplasia of the triceps,1
HP:0012454 | Unilateral wrist flexion contracture,1
HP:0012453 | Bilateral wrist flexion contracture,1
HP:0006251 | Limited wrist extension,1
HP:0003939 | Humeroulnar synostosis,2
HP:0005037 | Proximal radio-ulnar synostosis,1
HP:0003944 | Narrow joint spaces of the elbow,1
HP:0005021 | Bilateral elbow dislocations,1
HP:0003083 | Dislocated radial head,3
HP:0006394 | Limited pronation/supination of forearm,1
HP:0002987 | Elbow flexion contracture,2
HP:0001377 | Limited elbow extension,1
HP:0006376 | Limited elbow flexion,1
HP:0009060 | Scapular muscle atrophy,1
HP:0008998 | Pectoralis hypoplasia,2
HP:0009751 | Aplasia of the pectoralis major muscle,2
HP:0008952 | Shoulder muscle hypoplasia,2
HP:0500023 | Shoulder muscle aplasia,1
HP:0030239 | Hypoplasia of the upper arm musculature,1
HP:0009985 | Duplication of phalanx of 5th finger,2
HP:0009999 | Partial duplication of the phalanx of hand,1
HP:0009883 | Duplication of the distal phalanx of hand,2
HP:0001161 | Hand polydactyly,2
HP:0010008 | Duplication of the middle phalanx of hand,3
HP:0009942 | Duplication of thumb phalanx,2
HP:0010006 | Duplication of the proximal phalanx of hand,1
HP:0009998 | Complete duplication of phalanx of hand,1
HP:0004249 | Accessory lunate,2
HP:0004244 | Accessory scaphoid,2
HP:0003890 | Prominent deltoid tuberosities,1
HP:0010239 | Aplasia of the middle phalanx of the hand,3
HP:0010242 | Aplasia of the proximal phalanges of the hand,3
HP:0009881 | Aplasia of the distal phalanges of the hand,3
HP:0001498 | Carpal bone hypoplasia,1
HP:0004231 | Carpal bone aplasia,1
HP:0003982 | Aplasia of the ulna,3
HP:0003974 | Absent radius,3
HP:0003022 | Hypoplasia of the ulna,2
HP:0002984 | Hypoplasia of the radius,2
HP:0005773 | Short forearm,1
HP:0009050 | Quadriceps muscle atrophy,1
HP:0009788 | Quadriceps aplasia,2
HP:0010745 | Aplasia of the phalanges of the toes,2
HP:0009556 | Absent tibia,2
HP:0002990 | Fibular aplasia,1
HP:0003038 | Fibular hypoplasia,2
HP:0006426 | Rudimentary to absent tibiae,1
HP:0005736 | Short tibia,2
HP:0006443 | Patellar aplasia,1
HP:0003065 | Patellar hypoplasia,1
HP:0012744 | Femoral aplasia,1
HP:0009108 | Aplasia/Hypoplasia involving the femoral head and neck,3
HP:0030772 | Proximal femoral focal deficiency,1
HP:0003097 | Short femur,2
HP:0041213 | Fractured proximal phalanx of digit 4,1
HP:0041211 | Fractured proximal phalanx of digit 2,1
HP:0041214 | Fractured proximal phalanx of digit 5,1
HP:0041218 | Fractured distal phalanx,1
HP:0041212 | Fractured proximal phalanx of digit 3,1
HP:0006200 | Widened distal phalanges,1
HP:0100760 | Clubbing of toes,2
HP:0006101 | Finger syndactyly,1
HP:0012725 | Cutaneous syndactyly,1
HP:0001863 | Toe clinodactyly,2
HP:0001831 | Short toe,2
HP:0001156 | Brachydactyly,1
HP:0100259 | Postaxial polydactyly,1
HP:0100258 | Preaxial polydactyly,1
HP:0100260 | Mesoaxial polydactyly,1
HP:0010689 | Mirror image polydactyly,1
HP:0001180 | Hand oligodactyly,2
HP:0001849 | Foot oligodactyly,2
HP:0005045 | Diaphyseal cortical sclerosis,1
HP:0006473 | Anterior bowing of long bones,1
HP:0006383 | Progressive bowing of long bones,1
HP:0100254 | Stenosis of the medullary cavity of the long bones,1
HP:0005028 | Widened proximal tibial metaphyses,1
HP:0003015 | Flared metaphysis,1
HP:0000947 | Dumbbell-shaped long bone,1
HP:0003332 | Absent primary metaphyseal spongiosa,1
HP:0011860 | Metaphyseal dappling,1
HP:0005092 | Streaky metaphyseal sclerosis,1
HP:0030291 | Lower-limb metaphyseal irregularity,1
"HP:0005042 | Irregular, rachitic-like metaphyses",1
HP:0031164 | Growth arrest lines,1
HP:0010740 | Osteopathia striata,1
HP:0006208 | Metaphyseal cupping of proximal phalanges,1
HP:0006028 | Metaphyseal cupping of metacarpals,1
HP:0030294 | Metaphyseal chondromatosis of tibia,1
HP:0030297 | Metaphyseal chondromatosis of ulna,1
HP:0030298 | Metaphyseal chondromatosis of humerus,1
HP:0030296 | Metaphyseal chondromatosis of radius,1
HP:0030295 | Metaphyseal chondromatosis of femur,1
HP:0006387 | Wide distal femoral metaphysis,1
HP:0003411 | Proximal femoral metaphyseal irregularity,3
HP:0008783 | Wide proximal femoral metaphysis,2
HP:0001374 | Congenital hip dislocation,1
HP:0033640 | Acetabular erosions,1
HP:0003182 | Shallow acetabular fossae,1
HP:0010454 | Acetabular spurs,1
HP:0003180 | Flat acetabular roof,1
HP:0008807 | Acetabular dysplasia,1
HP:0008833 | Irregular acetabular roof,1
HP:0010455 | Steep acetabular roof,1
HP:0003179 | Protrusio acetabuli,1
HP:0003274 | Hypoplastic acetabulae,1
HP:0033526 | Limited ankle dorsiflexion,1
HP:0100531 | Wind-swept deformity of the knees,2
HP:0005191 | Congenital knee dislocation,1
HP:0033308 | Patellar overgrowth,1
HP:0006369 | Irregular patellae,1
HP:0010499 | Patellar subluxation,1
HP:0034186 | Patella alta,1
HP:0010498 | Bipartite patella,1
HP:0006397 | Lateral displacement of patellae,1
HP:0002999 | Patellar dislocation,2
HP:0006454 | Delayed patellar ossification,2
HP:0031174 | Double-layered patella,1
HP:0002816 | Genu recurvatum,1
HP:0045086 | Knee joint hypermobility,2
HP:0032191 | Torn meniscus,1
HP:0006389 | Limited knee flexion,1
HP:0005085 | Limited knee flexion/extension,1
HP:0003066 | Limited knee extension,1
HP:0005892 | Proximal tibial and fibular fusion,2
HP:0010405 | Broad middle phalanx of the 2nd toe,3
HP:0010414 | Broad distal phalanx of the 2nd toe,3
HP:0010396 | Broad proximal phalanx of the 2nd toe,3
HP:0100432 | Broad distal phalanx of the 4th toe,3
HP:0100426 | Broad middle phalanx of the 4th toe,3
HP:0100429 | Broad proximal phalanx of the 4th toe,3
HP:0100433 | Broad distal phalanx of the 5th toe,3
HP:0010077 | Broad distal phalanx of the hallux,3
HP:0100431 | Broad distal phalanx of the 3rd toe,3
HP:0100430 | Broad proximal phalanx of the 5th toe,3
HP:0100427 | Broad middle phalanx of the 5th toe,3
HP:0100425 | Broad middle phalanx of the 3rd toe,3
HP:0100428 | Broad proximal phalanx of the 3rd toe,3
HP:0010086 | Broad proximal phalanx of the hallux,3
HP:0012427 | Increased femoral anteversion,1
HP:0008796 | Femoral retroversion,1
HP:0005090 | Lateral femoral bowing,1
"HP:0005005 | Femoral bowing present at birth, straightening with time",1
HP:0005096 | Distal femoral bowing,1
HP:0008801 | Hypoplasia of the lesser trochanter,1
HP:0003367 | Abnormal femoral neck morphology,1
HP:0009107 | Abnormal ossification involving the femoral head and neck,2
HP:0002822 | Hyperplasia of the femoral trochanters,1
HP:0003368 | Abnormal femoral head morphology,1
HP:0005067 | Proximal fibular overgrowth,1
HP:0040033 | Aplasia/Hypoplasia of the fifth metatarsal bone,2
HP:0004704 | Short fifth metatarsal,2
HP:0010744 | Absent metatarsal bone,1
HP:0010743 | Short metatarsal,2
HP:0010072 | Patchy sclerosis of the 1st metatarsal,4
HP:0010074 | Triangular shaped 1st metatarsal,2
HP:0010105 | Short first metatarsal,2
HP:0010071 | Osteolytic defects of the 1st metatarsal,3
HP:0010067 | Aplasia/hypoplasia of the 1st metatarsal,1
HP:0010075 | Duplication of the 1st metatarsal,2
HP:0010069 | Bullet-shaped 1st metatarsal,1
HP:0010073 | Synostosis involving the 1st metatarsal,1
HP:0010151 | Cone-shaped epiphysis of the 1st metatarsal,3
HP:0010070 | Curved 1st metatarsal,1
HP:0010068 | Broad first metatarsal,2
HP:0041195 | Fractured epiphysis of third metatarsal bone,3
HP:0041194 | Fractured epiphysis of second metatarsal bone,3
HP:0004686 | Short third metatarsal,2
HP:0004689 | Short fourth metatarsal,2
HP:0100329 | Tarsometatarsal synostosis,2
HP:0100486 | Symphalangism of the proximal phalanx of the 5th toe with the 5th metatarsal,3
HP:0100483 | Symphalangism of the proximal phalanx of the 2nd toe with the 2nd metatarsal,3
HP:0100484 | Symphalangism of the proximal phalanx of the 3rd toe with the 3rd metatarsal,3
HP:0100488 | Synostosis of the proximal phalanx of the hallux with the 1st metatarsal,5
HP:0100485 | Symphalangism of the proximal phalanx of the 4th toe with the 4th metatarsal,3
HP:0008087 | Nonossified fifth metatarsal,1
HP:0011845 | Short second metatarsal,2
HP:0041175 | Fractured middle phalanx of pes,2
HP:0041181 | Fractured distal phalanx of pedal digit 3,3
HP:0041180 | Fractured distal phalanx of pedal digit 1,3
HP:0041187 | Fractured proximal phalanx of pedal digit 1,2
HP:0041089 | Avulsion fractured tibia,1
HP:0041164 | Fractured talus,2
HP:0041226 | Fractured distal tarsal bone,1
HP:0041149 | Fractured navicular bone of pes,2
HP:0041061 | Fractured calcaneus,2
HP:0008122 | Calcaneonavicular fusion,1
HP:0008097 | Partial fusion of tarsals,1
HP:0005682 | Talocalcaneal synostosis,1
HP:0005802 | Coalescence of tarsal bones,1
HP:0008117 | Shortening of the talar neck,1
HP:0001838 | Rocker bottom foot,1
HP:0011836 | Delayed talus ossification,2
HP:0033977 | Talar aplasia,1
HP:0001775 | Tarsal osteovalgus,1
HP:0008076 | Osteoporotic tarsals,1
HP:0031051 | Tarsal sclerosis,2
HP:0008138 | Equinus calcaneus,1
HP:0008142 | Delayed calcaneal ossification,2
HP:0001848 | Calcaneovalgus deformity,2
HP:0008127 | Bipartite calcaneus,1
HP:0012428 | Prominent calcaneus,1
HP:0012789 | Hypoplasia of the calcaneus,2
HP:0008108 | Advanced tarsal ossification,1
HP:0008134 | Irregular tarsal ossification,1
HP:0008103 | Delayed tarsal ossification,1
HP:0010509 | Aplasia of the tarsal bones,1
HP:0001830 | Postaxial foot polydactyly,3
HP:0010112 | Mesoaxial foot polydactyly,2
HP:0001841 | Preaxial foot polydactyly,3
HP:0010440 | Ectopic accesory toe-like appendage,1
HP:0010691 | Mirror image foot polydactyly,2
HP:0006390 | Anterior tibial bowing,1
HP:0003833 | Laterally deficient tibial plateaux,1
HP:0034372 | Internal tibial torsion,1
HP:0034373 | External tibial torsion,1
HP:0012284 | Small proximal tibial epiphyses,2
HP:0006456 | Irregular proximal tibial epiphyses,2
HP:0006450 | Multicentric ossification of proximal femoral epiphyses,2
HP:0005041 | Irregular capital femoral epiphysis,2
HP:0008797 | Early ossification of capital femoral epiphyses,3
HP:0003370 | Flat capital femoral epiphysis,2
HP:0006461 | Proximal femoral epiphysiolysis,1
HP:0008784 | Wide capital femoral epiphyses,1
HP:0005003 | Aplasia/Hypoplasia of the capital femoral epiphysis,2
HP:0008789 | Cone-shaped capital femoral epiphysis,2
HP:0003371 | Enlargement of the proximal femoral epiphysis,2
HP:0008828 | Delayed proximal femoral epiphyseal ossification,3
