Id;Phenotype;Def
HP:0030176;Asymmetric peripheral demyelination;Loss of myelin from peripheral nerves in a pattern that differs between right and left. [HPO:jbaets]
HP:0030180;Oppenheim reflex;Dorsiflexion of the big toe, sometimes accompanied by fanning of the other toes, elicited by stroking along the medial side of the tibia (the normal response would be no movement of the big toe). [UKB:tklockgether]
HP:0030181;Gordon reflex;Dorsal extension of the big toe, sometimes accompanied by fanning of the other toes, elicited by compressing the calf muscles (a normal response is no movement of the big toe). [PMID:18637037, UKT:rschuele]
HP:0030183;Impaired visually enhanced vestibulo-ocular reflex;The vestibulo-ocular reflex is responsible for the stabilization of the retinal image during movement. The visual vestibular ocular reflex (VVOR) or visual enhanced VOR, maintains ocular stability during head motion by generating compensatory eye movement opposite to head movement, and is a major component of visual vestibular interaction. This feature is an impairment of this reflex, manifested as the combined impairment of the three compensatory eye movement reflexes, namely the vestibulo-ocular reflex (VOR), smooth pursuit (SP) and optokinetic reflex (OKR). [HPO:probinson, PMID:16954982]
HP:0030185;Isometric tremor;An isometric tremor occurs with muscle contraction against a rigid stationary object (e.g., when making a fist). [HPO:probinson, PMID:21404980]
HP:0030190;Oral motor hypotonia;Reduced muscle tone of oral musculature. In infants, this feature may be associated with difficulties in breast feeding, and may affect the latch, jaw motions, tongue placement, lip seal, suck/swallow/breathe pattern and overall feeding behavior. []
HP:0030193;Fatigable weakness of chewing muscles;A type of weakness of the muscles involved in chewing that occurs after a muscle group is used and lessens if the muscle group has some rest. That is, there is diminution of strength with repetitive muscle actions. [PMID:17986328, UNCL:tevangelista]
HP:0030194;Fatigable weakness of speech muscles;A type of weakness of the muscles involved in speech that occurs after a muscle group is used and lessens if the muscle group has some rest. That is, there is diminution of strength with repetitive muscle actions. [PMID:17986328, UNCL:hlochmueller]
HP:0030195;Fatigable weakness of swallowing muscles;A type of weakness of the muscles involved in swallowing that occurs after a muscle group is used and lessens if the muscle group has some rest. That is, there is diminution of strength with repetitive muscle actions. [PMID:17986328, UK:rheller]
HP:0030196;Fatigable weakness of respiratory muscles;A type of weakness of the muscles involved in breathing (respiration) that occurs after a muscle group is used and lessens if the muscle group has some rest. That is, there is diminution of strength with repetitive muscle actions. [UNCL:mbertoli]
HP:0030198;Fatigable weakness of distal limb muscles;A type of weakness of a skeletal muscle of distal part of a limb that occurs after a muscle group is used and lessens if the muscle group has some rest. That is, there is diminution of strength with repetitive muscle actions. [UK:rheller]
HP:0030199;Fatigable weakness of neck muscles;A type of weakness of a skeletal muscle in the neck that occurs after a muscle group is used and lessens if the muscle group has some rest. That is, there is diminution of strength with repetitive muscle actions. [UK:rheller]
HP:0030200;Fatiguable weakness of proximal limb muscles;A type of weakness of a skeletal muscle of proximal part of a limb that occurs after a muscle group is used and lessens if the muscle group has some rest. That is, there is diminution of strength with repetitive muscle actions. [UK:rheller]
HP:0030202;Favorable response of weakness to acetylcholine esterase inhibitors;Improvement of muscle strength in response to administration of an acetylcholine esterase inhibitor. [UK:rheller]
HP:0030203;Unfavorable response of muscle weakness to acetylcholine esterase inhibitors;Lack of improvement of muscle strength in response to administration of an acetylcholine esterase inhibitor. [UK:rheller]
HP:0030205;Increased jitter at single fiber EMG;The variation in the time interval between the two action potentials of the same motor unit is called jitter. This term therefore applies to increased variability in the interval between successive action potentials of the same motor unit, which is measured by electromyography (EMG). [PMID:21654930, UK:rheller]
HP:0030206;EMG: incremental response of compound muscle action potential to repetitive nerve stimulation;A compound muscle action potential (CMAP) is a type of electromyography (EMG). CMAP refers to a group of almost simultaneous action potentials from several muscle fibers in the same area evoked by stimulation of the supplying motor nerve and are recorded as one multipeaked summated action potential. This abnormality refers to an abnormal increase in the amplitude during the course of the investigation. [PMID:23970984, UK:rheller]
HP:0030207;Paradoxical respiration;Breathing movements in which the chest wall moves in on inspiration and out on expiration, in reverse of the normal movements. It may be seen in children with respiratory distress of any cause, which leads to indrawing of the intercostal spaces during inspiration. Patients with chronic airways obstruction also show indrawing of the lower ribs during inspiration, due to the distorted action of a depressed and flattened diaphragm. Crush injuries of the chest, with fractured ribs and sternum, can lead to a severe degree of paradoxical breathing. [HPO:tevangelista]
HP:0030208;Anti-acetylcholine receptor antibody positivity;The presence of autoantibodies (immunoglobulins) in the blood circulation that react against Ganglioside-monosialic acid (GM1), which is a type of glycosphingolipid with one sialic acid. GM1 is located on the outer layer of the plasma membrane, and plays a vital role in neurogenesis, nerve development, differentiation and repair after injury. [UK:rheller]
HP:0030209;Calcium channel antibody positivity;The presence of autoantibodies (immunoglobulins) in the serum that react against voltage-gated calcium channels. [PMID:7739683, UNCL:mbertoli]
HP:0030210;Anti-muscle-specific tyrosine kinase antibody;The presence of autoantibodies (immunoglobulins) in the serum that react against muscle specific kinase (anti-MuSK Ab). [PMID:22770539, PMID:29321424, PMID:32830177, UNCL:hlochmueller]
HP:0030211;Slow pupillary light response;Reduced velocity and acceleration in the pupillary light response. [PMID:974056, UNCL:tevangelista]
HP:0030212;Collectionism;Excessive or pathological tendency to save and collect possessions. []
HP:0030213;Emotional blunting;Lack of emotional reactivity and empathy for situations or persons, sometime also for family members. [ICM:PCaroppo]
HP:0030214;Hypersexuality;Pathological persistent sexual disinhibiting behavior, directed at oneself or to others. [ICM:PCaroppo]
HP:0030215;Inappropriate crying;Uncontrolled episodes of crying, without apparent motivating stimuli. [ICM:PCaroppo]
HP:0030216;Inertia;Reduction of goal-directed behaviors linked to the impairment in frontal executive functions (planning of an action for example). [ICM:PCaroppo]
HP:0030217;Limb apraxia;Difficulty in performing the correct execution of limbs movements in absence of motor impairment. [ICM:PCaroppo]
HP:0030218;Punding;Punding is a stereotypical motor behavior characterized by an intense fascination with repetitive, excessive and non-goal oriented handling, and examining of objects. [ICM:PCaroppo, PMID:15077237, PMID:25452726]
HP:0030219;Semantic dementia;A progressive loss of the ability to remember the meaning of words, faces and objects. [ICM:PCaroppo, PMID:24966676]
HP:0030220;Socially inappropriate behavior;Behavior that is not in line with social norms. [ICM:PCaroppo]
HP:0030221;Sweet craving;Excessive desire to eat sweet foods. [ICM:PCaroppo]
HP:0030222;Visual agnosia;Difficulty in recognizing objects by visual input in absence of sensorial visual impairment. [ICM:PCaroppo]
HP:0030225;Accumulation of muscle fiber desmin;Immunohistochemistry shows accumulation of desmin protein in the muscle biopsy. [Neuromics:vstraub]
HP:0030227;Accumulation of muscle fiber myotilin;Immunohistochemistry shows accumulation of myotilin protein in the muscle biopsy. [Neuromics:vstraub]
HP:0030229;Accumulation of muscle fiber valosin-containing protein;Immunohistochemistry shows accumulation of valosin-containing protein in the muscle biopsy. [Neuromics:vstraub]
HP:0030230;Central core regions in muscle fibers;The presence of disorganized areas called cores in the center of muscle fibers. There is a typical appearance of the biopsy on light microscopy, where the muscle cells have cores that are devoid of mitochondria and specific enzymes. Cores are typically well demarcated and centrally located, but may occasionally be multiple and of eccentric. [Neuromics:vstraub, PMID:17504518]
HP:0030231;Glycogen accumulation in muscle fiber lysosomes;An increased amount of glycogen in muscle tissue found specifically in lysosomes. [Neuromics:vstraub]
HP:0030232;Increased sarcoplasmic glycogen;Elevated glycogen content in the sarcoplasm (cytoplasm) of muscle fibers. [HPO:probinson]
HP:0030233;Bethlem sign;Limitation of wrist and finger extension on asking patient to form a prayer sign. This is a result of progressive wrist and finger flexion contractures. [Neuromics:vstraub]
HP:0030234;Highly elevated creatine kinase;An increased CPK level between 4X and 50X above the upper normal level. [Neuromics:vstraub]
HP:0030235;Extremely elevated creatine kinase;An increased creatine kinase level more than 50X above the upper normal level. [https://orcid.org/0000-0001-7941-2961, Neuromics:vstraub]
HP:0030241;Hypoplasia of deltoid muscle;Underdevelopment of the deltoid muscle. [Neuromics:vstraub]
HP:0030242;Portal vein thrombosis;Thrombosis of the portal vein and/or its tributaries, which include the splenic vein and the superior and inferior mesenteric veins. [HPO:probinson, PMID:21960890]
HP:0030243;Hepatic vein thrombosis;An obstruction in the veins of the liver caused by a blood clot (thrombosis). [HPO:probinson]
HP:0030245;Intrapartum fever;The occurence of maternal fever during labor. [HPO:probinson, PMID:11430951, PMID:8135133]
HP:0030246;Maternal first trimester fever;The occurence of fever in a mother during the first trimester of pregnancy. [HPO:probinson, PMID:24917213]
HP:0030248;Mesenteric venous thrombosis;A clot that obstructs blood flow in a mesenteric vein (the superior and the inferior mesenteric vein drain blood from the small and large intestine). []
HP:0030249;Enanthema;A sudden eruption (rash) of the surface of a mucous membrane of the mouth or pharynx. [HPO:probinson]
HP:0030251;Absence of memory B cells;Complete lack of memory B cells, that is, of mature B cell type that is long-lived, readily activated upon re-encounter of its antigenic determinant, and has been selected for expression of higher affinity immunoglobulin. [HPO:probinson]
