phenotypeId	phenotypeName	numberPapers
HP:0030880	Raynaud phenomenon	768
HP:0030851	Low pulse pressure	989
HP:0001659	Aortic regurgitation	755
HP:0001650	Aortic valve stenosis	399
HP:0004381	Supravalvular aortic stenosis	866
HP:0010444	Pulmonary insufficiency	785
HP:0001962	Palpitations	827
HP:0012272	J wave	912
HP:0034304	Epsilon wave	535
HP:0004972	Elevated mean arterial pressure	995
HP:0005117	Elevated diastolic blood pressure	997
HP:0002632	Low-to-normal blood pressure	21
HP:0011106	Hypovolemia	802
HP:0012382	Left-to-right shunt	941
HP:0012383	Bidirectional shunt	712
HP:0001694	Right-to-left shunt	928
HP:0005201	Anomalous splenoportal venous system	0
HP:0001041	Facial erythema	751
HP:0033194	Perioral erythema	115
HP:0025493	Palmoplantar erythema	167
HP:0033195	Perianal erythema	103
HP:0031180	Erythema migrans	825
HP:0025081	Darier's sign	65
HP:0001071	Angiokeratoma corporis diffusum	728
HP:0200030	Punctate vasculitis skin lesions	8
HP:0007489	Diffuse telangiectasia	382
HP:0007583	Telangiectasia macularis eruptiva perstans	50
HP:0033260	Livedo racemosa	753
HP:0033505	Livedo reticularis	663
HP:0009711	Retinal capillary hemangioma	304
HP:0001076	Glabellar hemangioma	10
HP:0007872	Choroidal hemangioma	477
HP:0012222	Arachnoid hemangiomatosis	0
HP:0031490	Hemangioma of the lip	243
HP:0010839	Increased urinary copper concentration	360
HP:0002150	Hypercalciuria	899
HP:0012637	Renal calcium wasting	289
HP:0003127	Hypocalciuria	354
HP:0012605	Hypernatriuria	14
HP:0012606	Renal sodium wasting	438
HP:0000117	Renal phosphate wasting	532
HP:0003109	Hyperphosphaturia	891
HP:0012365	Hypophosphaturia	18
HP:0005567	Renal magnesium wasting	205
HP:0012608	Hypermagnesiuria	14
HP:0000128	Renal potassium wasting	279
HP:0012364	Decreased urinary potassium	999
HP:0003081	Increased urinary potassium	999
HP:0002914	Hyperchloriduria	0
HP:0003648	Lacticaciduria	0
HP:0012406	Hypercitraturia	2
HP:0012405	Hypocitraturia	419
HP:0410062	Increased level of galactitol in urine	7
HP:0410070	Increased level of ribitol in urine	5
HP:0410067	Increased level of L-fucose in urine	5
HP:0040301	Increased urinary glycerol	326
HP:0410072	Increased level of ribose in urine	38
HP:0410074	Increased level of xylitol in urine	10
HP:0012023	Galactosuria	9
HP:0410059	Increased level of D-threitol in urine	3
HP:0410055	Decreased level of erythritol in urine	1
HP:0025466	Beta 2-microglobulinuria	10
HP:0003359	Decreased urinary sulfate	998
HP:0003149	Hyperuricosuria	265
HP:0011935	Decreased urinary urate	998
HP:0003461	Increased urinary O-linked sialopeptides	0
HP:0012068	Aspartylglucosaminuria	69
HP:0008305	Exercise-induced myoglobinuria	52
HP:0003652	Recurrent myoglobinuria	112
HP:0003646	Bicarbonaturia	18
HP:0032208	Increased urinary type 1 collagen N-terminal telopeptide level	57
HP:0033355	Increased urine deoxypyridinoline level	350
HP:0008273	Transient aminoaciduria	14
HP:0002909	Generalized aminoaciduria	100
HP:0012403	Decreased urine alpha-ketoglutarate concentration	15
HP:0012402	Increased urine alpha-ketoglutarate concentration	30
HP:0033627	Increased urine harderoporphyrin level	0
HP:0034049	Elevated urinary prostaglandin E2 level	136
HP:0003218	Oroticaciduria	6
HP:0003535	3-Methylglutaconic aciduria	170
HP:0410066	Increased level of hippuric acid in urine	83
HP:0003344	3-Methylglutaric aciduria	59
HP:0004818	Paroxysmal nocturnal hemoglobinuria	779
HP:0033407	Elevated urine acetoacetic acid level	2
HP:0002907	Microscopic hematuria	927
HP:0012587	Macroscopic hematuria	855
HP:0040318	Red urine	962
HP:0040320	Red-brown urine	17
HP:0032001	Pink urine	101
HP:0040319	Dark urine	963
HP:0032003	Green urine	941
HP:0040322	Purple urine	224
HP:0004905	Low levels of vitamin A	788
HP:0011892	Low levels of vitamin K	853
HP:0012052	Low serum calcitriol	904
HP:0100512	Low levels of vitamin D	714
HP:0012053	Decreased circulating calcifediol concentration	44
HP:0031415	High serum calcitriol	874
HP:0100513	Low levels of vitamin E	997
HP:0100504	Low levels of vitamin B2	871
HP:0100503	Low levels of vitamin B1	795
HP:0003138	Increased blood urea nitrogen	994
HP:0031969	Reduced blood urea nitrogen	999
HP:0003259	Elevated circulating creatinine concentration	229
HP:0002149	Hyperuricemia	912
HP:0003537	Hypouricemia	374
HP:0012101	Decreased serum creatinine	997
HP:0011864	Elevated plasma pyrophosphate	55
HP:0002905	Hyperphosphatemia	845
HP:0003113	Hypochloremia	360
HP:0011423	Hyperchloremia	371
HP:0003542	Increased serum pyruvate	997
HP:0012153	Hypotriglyceridemia	57
HP:0003146	Hypocholesterolemia	517
HP:0003462	Elevated 8-dehydrocholesterol	12
HP:0003465	Elevated 8(9)-cholestenol	7
HP:0003124	Hypercholesterolemia	750
HP:0010569	Elevated 7-dehydrocholesterol	97
HP:0008279	Transient hyperlipidemia	794
HP:0033643	Increased circulating very long-chain fatty acid concentration	112
HP:0410289	Hypoamylasemia	2
HP:0410288	Hyperamylasemia	529
HP:0045046	Reduced insulin like growth factor binding protein acid labile subunit concentration	16
HP:0034184	Increased insulin like growth factor binding protein acid labile subunit concentration	42
HP:0031425	Increased circulating beta-C-terminal telopeptide concentration	1
HP:0032437	Reduced circulating C-reactive protein concecntration	996
HP:0020181	Reduced haptoglobin level	409
HP:0010837	Decreased circulating ceruloplasmin concentration	16
HP:0012343	Decreased circulating ferritin concentration	77
HP:0030795	Reduced C-peptide level	999
HP:0030796	Increased C-peptide level	998
HP:0003073	Hypoalbuminemia	827
HP:0045057	Decreased levels of alpha-fetoprotein	997
HP:0033534	Increased circulating brain natriuretic peptide concentration	339
HP:0031185	Increased circulating NT-proBNP concentration	209
HP:0025484	Increased circulating thyroglobulin level	80
HP:0033146	Elevated circulating methylsuccinic acid concentration	0
HP:0033325	Elevated circulating sebacic acid concentration	0
HP:0034365	Elevated circulating alpha-aminoadipic semialdehyde concentration	0
HP:0033177	Elevated circulating suberic acid concentration	0
HP:0003530	Elevated circulating glutaric acid concentration	0
HP:0034383	Elevated circulating biliverdin concentration	4
HP:0002912	Methylmalonic acidemia	658
HP:0033504	Elevated circulating fumarate concentration	2
HP:0032066	Decreased serum bicarbonate concentration	277
HP:0031962	Elevated serum anion gap	188
HP:0001950	Respiratory alkalosis	699
HP:0012538	Gluten intolerance	708
HP:0000825	Hyperinsulinemic hypoglycemia	959
HP:0008283	Fasting hyperinsulinemia	957
HP:0005964	Intermittent hypothermia	239
HP:0033031	Hyperpyrexia	731
HP:0001955	Unexplained fevers	972
HP:0011134	Low-grade fever	985
HP:0033399	Persistent fever	926
HP:0040315	Tongue edema	577
HP:0007448	Hyperkeratosis over edematous areas	4
HP:0007514	Edema of the dorsum of hands	0
HP:0010880	Increased nuchal translucency	936
HP:0002181	Cerebral edema	896
HP:0012398	Peripheral edema	924
HP:0011855	Pharyngeal edema	446
HP:0012027	Laryngeal edema	870
HP:0012040	Corneal stromal edema	667
HP:0007609	Hypoproteinemic edema	9
HP:0025533	Peau d'orange	134
HP:0031188	Genital edema	875
HP:0041044	Low neutrophil alkaline phosphatase	134
HP:0008318	Elevated leukocyte alkaline phosphatase	194
HP:0008166	Decreased beta-galactosidase activity	1000
HP:0003221	Chromosomal breakage induced by crosslinking agents	31
HP:0010997	Chromosomal breakage induced by ionizing radiation	202
HP:0003564	Folate-dependent fragile site at Xq28	0
HP:0003616	Premature separation of centromeric heterochromatin	12
HP:0031380	Abnormal B cell proliferation	997
HP:0003232	Mitochondrial malic enzyme reduced	143
HP:0030059	Mitochondrial depletion	999
HP:0008306	Abnormal iron deposition in mitochondria	33
HP:0200125	Mitochondrial respiratory chain defects	998
HP:0003647	Electron transfer flavoprotein-ubiquinone oxidoreductase defect	37
HP:0003514	Deficiency or absence of cytochrome b(-245)	987
HP:0002928	Decreased activity of the pyruvate dehydrogenase complex	401
HP:0006916	Intraaxonal accumulation of curvilinear autofluorescent lipopigment storage material	0
HP:0002847	Impaired memory B cell generation	255
HP:0002959	Impaired Ig class switch recombination	94
HP:0005354	Lack of T cell function	999
HP:0012178	Reduced natural killer cell activity	999
HP:0032247	Persistent CMV viremia	106
HP:0020072	Persistent EBV viremia	59
HP:0012270	Decreased muscle glycogen content	968
HP:0012240	Increased intramyocellular lipid droplets	56
HP:0033595	Elevated circulating globotriaosylceramide concentration	1
HP:0031555	Reduced granulocyte CD59 level	10
HP:0031413	Short telomere length	992
HP:0020157	Thin zona pellucida	51
HP:0040169	Loose anagen hair	117
HP:0002227	White eyelashes	54
HP:0002297	Red hair	947
HP:0002226	White eyebrow	121
HP:0010747	Medial flaring of the eyebrow	6
HP:0000664	Synophrys	121
HP:0007733	Laterally curved eyebrow	3
HP:0000574	Thick eyebrow	179
HP:0011228	Horizontal eyebrow	118
HP:0040296	Abnormal location of the eyebrow	48
HP:0002553	Highly arched eyebrow	13
HP:0011230	Laterally extended eyebrow	44
HP:0004523	Long eyebrows	350
HP:0030056	Uncombable hair	35
HP:0002212	Curly hair	300
HP:0011359	Dry hair	938
HP:0002213	Fine hair	857
HP:0002208	Coarse hair	250
HP:0011457	Loss of eyelashes	357
HP:0011231	Prominent eyelashes	60
HP:0007665	Curly eyelashes	16
HP:0001128	Trichiasis	698
HP:0100038	Slow-growing scalp hair	14
HP:0100874	Thick hair	987
HP:0500262	Atrichia	145
HP:0009886	Trichorrhexis nodosa	68
HP:0002235	Pili canaliculi	23
HP:0045055	Tiger tail banding	9
HP:0003777	Pili torti	63
HP:0034354	Trichoschisis	9
HP:0003329	Hair shafts flattened at irregular intervals and twisted through 180 degrees about their axes	0
HP:0007397	Axillary apocrine gland hypoplasia	5
HP:0033425	Periungual erythema	63
HP:0001818	Paronychia	677
HP:0008392	Subungual hyperkeratosis	208
HP:0009724	Subungual fibromas	33
HP:0008410	Subungual hyperkeratotic fragments	1
HP:0100644	Melanonychia	321
HP:0001820	Leukonychia	136
HP:0011367	Yellow nails	213
HP:0008383	Slow-growing nails	27
HP:0001799	Short nail	985
HP:0012742	Thin fingernail	139
HP:0100798	Fingernail dysplasia	469
HP:0008391	Dystrophic fingernails	241
HP:0008402	Ridged fingernail	151
HP:0011313	Narrow nail	203
HP:0030804	Trachyonychia	69
HP:0001809	Split nail	260
HP:0001821	Broad nail	320
HP:0100797	Toenail dysplasia	462
HP:0001803	Nail pits	39
HP:0001807	Ridged nail	223
HP:0001814	Deep-set nails	2
HP:0001598	Concave nail	28
HP:0008394	Congenital onychodystrophy	34
HP:0012746	Thin toenail	131
HP:0031282	Malalignment of the great toenail	20
HP:0032344	Upslanting toenail	3
HP:0001810	Dystrophic toenail	245
HP:0008401	Onychogryposis of toenails	604
HP:0012542	Onychauxis	600
HP:0040036	Onychogryposis of fingernail	603
HP:0041093	Beau's lines	59
HP:0008390	Recurrent loss of toenails and fingernails	58
HP:0025088	Onychomadesis	136
HP:0001069	Episodic hyperhidrosis	83
HP:0034012	Palmoplantar hypohidrosis	21
HP:0007480	Decreased sweating due to autonomic dysfunction	112
HP:0031540	Linear IgG deposits along the epidermal basement membrane zone	26
HP:0007482	Generalized papillary lesions	993
HP:0001058	Poor wound healing	985
HP:0032676	Chronic cutaneous wound	971
HP:0007610	Blotching pigmentation of the skin	2
HP:0007623	Pigmentation anomalies of sun-exposed skin	9
HP:0001106	Periorbital hyperpigmentation	134
HP:0007483	Depigmentation/hyperpigmentation of skin	1
HP:0007617	Fine, reticulate skin pigmentation	4
HP:0007587	Numerous pigmented freckles	83
HP:0007427	Reticulated skin pigmentation	114
HP:0005587	Profuse pigmented skin lesions	2
HP:0001056	Milia	844
HP:0032156	Skin detachment	976
HP:0000993	Molluscoid pseudotumors	3
HP:0200041	Skin erosion	860
HP:0031057	Skin fissure	795
HP:0025528	Annular cutaneous lesion	272
HP:0031452	Lichenoid skin lesion	555
HP:0025724	Caseous vernix-like desquamation	0
HP:0034262	Absent lanugo	987
HP:0007549	Desquamation of skin soon after birth	1
HP:0032541	Knuckle pad	19
HP:0200028	Pretibial myxedema	109
HP:0025167	Fragmented elastic fibers in the dermis	77
HP:0025115	Civatte bodies	33
HP:0100792	Acantholysis	772
HP:0001017	Anemic pallor	49
HP:0011838	Sclerodactyly	254
HP:0012219	Erythema nodosum	639
HP:0003765	Psoriasiform dermatitis	469
HP:0012322	Perifolliculitis	110
HP:0007473	Crusting erythematous dermatitis	81
HP:0001055	Erysipelas	854
HP:0031190	Superficial dermal perivascular inflammatory infiltrate	49
HP:0009710	Chilblains	516
HP:0030900	Pruritus on foot	287
HP:0040167	Facial papilloma	333
HP:0200022	Choroid plexus papilloma	518
HP:0012182	Oropharyngeal squamous cell carcinoma	937
HP:0006739	Squamous cell carcinoma of the skin	850
HP:0009595	Occasional neurofibromas	998
HP:0100698	Subcutaneous neurofibromas	943
HP:0009732	Plexiform neurofibroma	854
HP:0007524	Atypical neurofibromatosis	317
HP:0012060	Acral lentiginous melanoma	510
HP:0012059	Lentigo maligna melanoma	776
HP:0012822	Bilateral vocal cord paresis	848
HP:0012821	Unilateral vocal cord paresis	852
HP:0002580	Volvulus	604
HP:0004389	Intestinal pseudo-obstruction	748
HP:0002593	Intestinal lymphangiectasia	386
HP:0032024	Ileal ulcer	888
HP:0002588	Duodenal ulcer	699
HP:0004791	Esophageal ulceration	800
HP:0005229	Jejunoileal ulceration	54
HP:0002040	Esophageal varix	608
HP:0002575	Tracheoesophageal fistula	730
HP:0100628	Esophageal diverticulum	656
HP:0005203	Spontaneous esophageal perforation	451
HP:0100802	Malposition of the stomach	69
HP:0100808	Gastric diverticulum	496
HP:0005219	Absence of intrinsic factor	1000
HP:0030169	Gastric varix	608
HP:0031813	Colonic eosinophilia	311
HP:0032021	Eosinophilic liver infiltration	594
HP:0410151	Eosinophilic infiltration of the esophagus	369
HP:0002020	Gastroesophageal reflux	650
HP:0025271	Esophageal spasms	274
HP:0002248	Hematemesis	606
HP:0002573	Hematochezia	627
HP:0002249	Melena	647
HP:4000055	Intestinal inflammation	964
HP:0100280	Crohn's disease	676
HP:0005249	Functional intestinal obstruction	873
HP:0005215	Frequent Giardia lamblia infestation	195
HP:0031123	Recurrent gastroenteritis	756
HP:0005202	Helicobacter pylori infection	909
HP:0006716	Hereditary nonpolyposis colorectal carcinoma	830
HP:0100575	Neoplasm of the gallbladder	899
HP:0030153	Cholangiocarcinoma	865
HP:0033769	Fundic gland polyposis	73
HP:0012126	Stomach cancer	817
HP:0033770	Gastric adenocarcinoma	853
HP:0004394	Multiple gastric polyps	429
HP:0004795	Hamartomatous stomach polyps	129
HP:0030442	Anal margin squamous cell carcinoma	133
HP:0100580	Barrett esophagus	664
HP:0011459	Esophageal carcinoma	913
HP:0006722	Small intestine carcinoid	485
HP:0012028	Hepatocellular adenoma	878
HP:0031207	Hepatic hemangioma	850
HP:0001402	Hepatocellular carcinoma	597
HP:0005243	Partial abdominal muscle agenesis	28
HP:0005199	Aplasia of the abdominal wall musculature	29
HP:0005247	Hypoplasia of the abdominal wall musculature	35
HP:0001538	Protuberant abdomen	78
HP:0002018	Nausea	832
HP:0012450	Chronic constipation	883
HP:0033994	Dependency on parenteral nutrition	981
HP:0002254	Intermittent diarrhea	906
HP:0002028	Chronic diarrhea	803
HP:0004385	Protracted diarrhea	289
HP:0005208	Secretory diarrhea	982
HP:0033343	Mucoid diarrhea	114
HP:0002041	Intractable diarrhea	480
HP:0030143	Hyperactive bowel sounds	36
HP:0030145	Lack of bowel sounds	42
HP:0006268	Fluctuating splenomegaly	11
HP:0001433	Hepatosplenomegaly	904
HP:0006564	Fluctuating hepatomegaly	16
HP:0030717	Meconium peritonitis	221
HP:0006580	Portal fibrosis	927
HP:0033196	Portal inflammation	947
HP:0006563	Malformation of the hepatic ductal plate	134
HP:0410259	Hepatopulmonary fusion	17
HP:0006581	Depletion of mitochondrial DNA in liver	474
HP:0011954	Nodular regenerative hyperplasia of liver	500
HP:0034188	Midline liver	547
HP:0032075	Splenopancreatic fusion	9
HP:0001734	Annular pancreas	286
HP:0034346	Nesidioblastosis	245
HP:0100732	Pancreatic fibrosis	931
HP:0001737	Pancreatic cysts	822
HP:0005206	Pancreatic pseudocyst	634
HP:0006276	Hyperechogenic pancreas	39
HP:0010452	Ectopia of the spleen	168
HP:0012223	Splenic rupture	657
HP:0020186	Multilobulated spleen	11
HP:0030423	Splenic cyst	847
HP:0034336	Splenic infarction	798
HP:0001971	Hypersplenism	930
HP:0000031	Epididymitis	874
HP:0000024	Prostatitis	885
HP:0100577	Urinary bladder inflammation	842
HP:0003262	Smooth muscle antibody positivity	999
HP:0025329	Anti-glutamic acid decarboxylase antibody positivity	177
HP:0032069	Anti-thyroglobulin antibody positivity	650
HP:0003454	Platelet antibody positive	994
HP:0030909	Anti-liver cytosolic antigen type 1 antibody positivity	18
HP:0033034	Anti-citrullinated protein antibody positivity	990
HP:0025379	Anti-thyroid peroxidase antibody positivity	438
HP:0002923	Rheumatoid factor positive	973
HP:0025343	Lupus anticoagulant	846
HP:0033342	Anti-aquaporin 4 antibody positivity	178
HP:0030167	Antimitochondrial antibody positivity	553
HP:0031104	Insulin receptor antibody positivity	586
HP:0032366	Positive direct antiglobulin test	971
HP:0034189	Anti-thyroid-stimulating hormone receptor antibody positivity	8
HP:0410323	Drug allergy	714
HP:0003193	Allergic rhinitis	793
HP:0002848	Decreased specific anti-polysaccharide antibody level	0
HP:0005424	Absent specific antibody response	525
HP:0012476	Decreased specific pneumococcal antibody level	90
HP:0034204	Decreased circulating C1-esterase inhibitor concentration	4
HP:0025434	Reduced hemolytic complement activity	999
HP:0020088	Post-vaccination measles	169
HP:0020087	BCGosis	67
HP:0020086	BCGitis	81
HP:0034310	Post-vaccination yellow fever	63
HP:0020090	Post-vaccination polio	81
HP:0020105	Severe toxoplasmosis	983
HP:0031699	Disseminated cryptosporidium infection	68
HP:0005390	Recurrent opportunistic infections	906
HP:0032204	Chronic active Epstein-Barr virus infection	914
HP:0032259	Chronic tinea infection	398
HP:0005437	Recurrent infections in infancy and early childhood	74
HP:0034284	Recurrent gingivitis	970
HP:0410018	Recurrent ear infections	895
HP:0000403	Recurrent otitis media	900
HP:0020114	Persistent human papillomavirus infection	996
