phenotype1	phenotype2	lin	cos
Increased pulmonary vascular resistance	Decreased serum iron	4.717802693158189e-05	0.20996901
Incomplete partition of the cochlea type II	Giant cell hepatitis	4.7877152157943535e-05	0.15777121
Relatively short spine	Exercise-induced muscle stiffness	0.0655230262705719	0.16418771
Parietal foramina	Ecchymosis	5.710642313801828e-05	-0.0016621491
Undetectable visual evoked potentials	Laryngeal hypoplasia	5.035839919835104e-05	0.12446257
Olivopontocerebellar atrophy	Abnormal sperm mid-piece morphology	4.5130913499260864e-05	0.21723856
Recurrent bacterial meningitis	Recurrent gastroenteritis	0.2877406886606761	0.4845707
Natal tooth	Absence of acoustic reflex	5.344453059754979e-05	0.23798345
Megacystis	Generalized bone demineralization	4.9202003447767416e-05	0.07457562
Atlantoaxial instability	Highly elevated creatine kinase	4.676934355271362e-05	0.006818534
Stomatocytosis	Blue cone monochromacy	4.475678658742209e-05	0.22973332
Hypoplasia of right ventricle	Lateral displacement of patellae	4.2520165072717376e-05	0.17047703
Dyscalculia	Septic arthritis	4.9202003447767416e-05	0.1457173
Fatal liver failure in infancy	Medulloepithelioma	7.98654433909015e-05	0.13340151
Abnormal subcutaneous fat tissue distribution	Portal inflammation	4.384100649655963e-05	0.2730201
Downturned corners of mouth	Elevated serum transaminases during infections	5.733939378080981e-05	0.04409899
Ridged fingernail	Right atrial isomerism	4.2520165072717376e-05	0.09585339
Eczematoid dermatitis	Hyposthenuria	5.08325315417379e-05	0.22619176
Glossoptosis	Tongue edema	1.0	0.4021105
Premature delivery because of cervical insufficiency or membrane fragility	Left ventricular noncompaction cardiomyopathy	4.546614712111239e-05	0.21565542
Central diabetes insipidus	Dysplastic aortic valve	4.846394887683536e-05	0.14525484
Joint swelling	Slow decrease in visual acuity	5.139110160925746e-05	0.16461988
Short fifth metatarsal	Elevated brain choline level by MRS	4.859730955435237e-05	-0.050603557
Ureterocele	Neurofibrillary tangles	5.2731814525986136e-05	0.050561327
Sudanophilic leukodystrophy	Testicular dysgenesis	4.546614712111239e-05	0.27073073
Quadriceps muscle weakness	Distal tapering femur	0.1339061850704213	0.27248308
Paranasal sinus hypoplasia	Elevated gamma-glutamyltransferase level	5.068044793030368e-05	0.11708022
Congenital exfoliative erythroderma	Repeated implantation failure	3.993272169545075e-05	0.056316428
Reduced antithrombin III activity	Recurrent thrombophlebitis	0.2738876112792552	0.5167203
Neuropathic arthropathy	Neonatal cholestatic liver disease	4.1527089114850486e-05	0.34235555
Absent Achilles reflex	Lacrimal duct aplasia	5.232854831112207e-05	0.28913605
Aplasia of the thymus	Absent vestibular function	4.2520165072717376e-05	0.13409379
Galactose intolerance	Beta-cell dysfunction	3.993272169545075e-05	0.3553091
Type B brachydactyly	Abnormal hyoid bone morphology	0.2026342192894487	0.43724996
Slow decrease in visual acuity	Decreased serum bicarbonate concentration	4.513091349926087e-05	0.34138882
Difficulty standing	Mandibular osteomyelitis	0.0697286428927838	0.18278071
Macrocephaly at birth	Compensated hemolytic anemia	4.433252921306609e-05	0.21498185
Hypothalamic gonadotropin-releasing hormone deficiency	Hypoplasia of the femoral head	4.803278487698834e-05	0.4335302
Ulnar radial head dislocation	Skin fissure	7.98654433909015e-05	0.12519316
Small for gestational age	Alveolar process hypoplasia	5.882942930561234e-05	0.28762907
Megacystis	Medial rotation of the medial malleolus	4.577027209409902e-05	0.30413282
Progressive proximal muscle weakness	Reduced alpha/beta synthesis ratio	4.717802693158189e-05	0.25542283
Acanthocytosis	Multiple renal cysts	5.292067144038485e-05	0.25391918
Cartilaginous ossification of larynx	Patent ductus arteriosus after birth at term	4.1527089114850486e-05	0.17962554
Upper limb postural tremor	Bilateral sensorineural hearing impairment	5.3685806718331065e-05	0.18222168
Subcortical white matter calcifications	Sudden unexpected death in epilepsy	4.384100649655963e-05	0.16596843
Abnormal amplitude of pattern reversal visual evoked potentials	Calcification of the small brain vessels	4.325406564155514e-05	0.24212149
Renal phosphate wasting	Recurrent thromboembolism	4.6048912897620735e-05	0.18269485
Irregular tarsal bones	Heinz body anemia	3.993272169545075e-05	0.18546025
Thick skull base	Palmoplantar hyperhidrosis	4.818212141725109e-05	0.15105088
Generalized muscle weakness	Hypometric horizontal saccades	5.035839919835104e-05	0.2700068
Mask-like facies	Extrahepatic biliary duct atresia	5.035839919835104e-05	0.16677666
Atypical neurofibromatosis	Moderately short stature	9.093229424222476e-05	0.31884462
Dysfunction of lateral corticospinal tracts	Retinal arteriolar occlusion	3.993272169545075e-05	0.2436654
Benign gastrointestinal tract tumors	Loss of eyelashes	3.993272169545075e-05	0.18210255
Brain stem compression	Decreased DLCO	4.8971417820076086e-05	0.16505417
Hyperechogenic kidneys	Soft tissue swelling of interphalangeal joints	4.885073886735671e-05	0.2706394
Arthralgia of the hip	Triangular tongue	0.0639290681052629	0.00060858997
Foot osteomyelitis	Symmetrical progressive peripheral demyelination	4.2520165072717376e-05	0.40614128
Aortic arch calcification	Peroneal muscle weakness	0.0639290681052629	0.17239366
Pulp calcification	Increased pineal volume	9.964387059618608e-05	0.22574389
Premature osteoarthritis	Shoulder pain	0.0001018130834672	0.24682157
Renal cortical adenoma	Bicoronal synostosis	4.546614712111239e-05	0.18821189
Hypoplastic philtrum	Anterior wedging of T12	4.577027209409902e-05	0.14939867
Peripheral hypomyelination	Decreased sweating due to autonomic dysfunction	4.5130913499260864e-05	0.33910495
Thick eyebrow	Stiff knee	0.0001676789132599	0.24644583
Bone pain	Vitamin B12 deficiency	5.610498254818471e-05	0.344783
Elevated circulating creatinine concentration	Hypoplastic areola	5.486108088690776e-05	0.028187461
Postlingual sensorineural hearing impairment	Palmar pits	4.513091349926087e-05	0.07805611
Thoracic hemivertebrae	Decreased nasal nitric oxide	5.360675626316975e-05	0.088734075
Transient hyperphenylalaninemia	Adult onset sensorineural hearing impairment	4.63062709617351e-05	0.2599277
Cervical instability	Congenital posterior urethral valve	4.754448578692532e-05	0.28854564
Muscle mounding	Absent ossification of calvaria	0.0655230262705719	0.02902973
Pointed chin	Submucous cleft lip	0.1413761329099558	0.07354489
Absent distal phalanges	Gastric adenocarcinoma	4.717802693158188e-05	0.15515196
Granular corneal dystrophy	Perianal dermatitis	3.993272169545075e-05	0.27174217
Distal shortening of limbs	Decreased mean corpuscular hemoglobin concentration	4.1527089114850486e-05	0.41500854
Decreased circulating progesterone	Decreased mean corpuscular volume	4.787715215794353e-05	0.42049468
Decreased light- and dark-adapted electroretinogram amplitude	Periapical bone loss	4.96259101477913e-05	0.22219913
Coronary artery dissection	Atypical absence seizure	4.920200344776741e-05	0.16089265
Increased CSF protein concentration	Hypertrophic nerve changes	0.283211886089063	0.33583096
Enlarged cisterna magna	Orthopnea	5.035839919835104e-05	0.23040298
Hypoplastic pulmonary veins	Nodular corneal dystrophy	4.2520165072717376e-05	0.22668657
Petechiae	Primary hypercortisolism	5.327644182247792e-05	0.12039229
Lymphocytic interstitial pneumonia	Premature atrial contractions	4.754448578692532e-05	0.25720334
Broad clavicles	Penetrating foot ulcers	4.475678658742209e-05	0.15594336
Slow decrease in visual acuity	Positive direct antiglobulin test	9.435605386316376e-05	0.07718678
Sclerotic vertebral endplates	Sudden unexpected death in epilepsy	4.7877152157943535e-05	0.2792641
Retinal arteriolar occlusion	Dyspepsia	7.98654433909015e-05	0.13172366
Recurrent patellar dislocation	Laryngospasm	4.697961363490384e-05	0.1926191
Thick corpus callosum	Pigment deposition in the trabecular meshwork	4.63062709617351e-05	0.3326757
Increased axial length of the globe	EMG: myokymic discharges	9.435605386316376e-05	0.035188925
Endocardial fibroelastosis	Decreased mitochondrial complex III activity in liver tissue	4.846394887683536e-05	0.22307473
Overgrowth	Spontaneous, recurrent epistaxis	5.7777372208662166e-05	0.18982829
Glossitis	Lacrimal gland hypoplasia	0.1234922691594402	0.23124903
Prominent sternum	Malar prominence	0.1400680412369626	0.33957893
Bone-marrow foam cells	Progressive intervertebral space narrowing	0.0001018130834672	0.28337154
Recurrent streptococcus pneumoniae infections	Hemimegalencephaly	4.546614712111239e-05	0.08784672
Photophobia	Progressive proximal muscle weakness	6.170349887518274e-05	0.19140306
Aortic regurgitation	Motor deterioration	5.788161817620892e-05	0.16902737
Punctate palmoplantar hyperkeratosis	Impacted tooth	4.972512993112043e-05	0.07951991
Increased intracellular sodium	Long second metacarpal	3.993272169545075e-05	0.030826643
Narrow mouth	Prolonged bleeding after surgery	6.513072654764839e-05	-0.017527658
Ureteropelvic junction obstruction	Electronegative electroretinogram	5.2731814525986136e-05	0.20065793
Increased red blood cell mass	Increased total bilirubin	4.982193529809304e-05	0.4182503
Preaxial hand polydactyly	Myocardial calcification	0.1025153926781287	0.11371097
Primary gonadal insufficiency	Facial tics	4.325406564155514e-05	0.08522881
Easy fatigability	Reduced blood urea nitrogen	5.018735786356822e-05	0.042353395
Reticular retinal dystrophy	Dysplastic testes	3.993272169545075e-05	0.34687737
Glandular hypospadias	Localized epidermolytic hyperkeratosis	4.384100649655963e-05	0.35107478
Hypoplasia of lymphatic vessels	Triceps weakness	4.433252921306609e-05	0.16940868
Multiple small vertebral fractures	Macular crystals	4.1527089114850486e-05	0.14652187
Episodic hemolytic anemia	Recurrent bronchopulmonary infections	4.676934355271362e-05	0.37653324
Acanthocytosis	Short thorax	5.730125608793349e-05	0.17144501
Respiratory alkalosis	Deuteranomaly	4.384100649655963e-05	0.21995297
Right ventricular outlet tract obstruction	Hypothalamic gonadotropin-releasing hormone deficiency	4.433252921306609e-05	0.36630273
Single umbilical artery	Recurrent thromboembolism	4.9312355433677e-05	0.017058477
4-layered lissencephaly	Structural foot deformity	7.98654433909015e-05	0.18545905
6 metacarpals	Crescentic glomerulonephritis	4.1527089114850486e-05	0.1040633
Multiple prenatal fractures	Agalactia	4.654557084673223e-05	0.028702915
Distal tapering femur	Maternal teratogenic exposure	7.98654433909015e-05	0.2955702
Impaired ocular abduction	Gallbladder dysfunction	4.325406564155514e-05	0.2226007
Restrictive behavior	Severe muscular hypotonia	6.12925776519878e-05	0.20041144
Hypoplasia of the odontoid process	Pulp obliteration	4.96259101477913e-05	0.42173642
Narrow palm	Diffuse hepatic steatosis	4.546614712111239e-05	0.065127544
Bifid uvula	Sensory ataxic neuropathy	5.818309856621895e-05	-0.05854185
Sudden loss of visual acuity	Sagittal craniosynostosis	0.0001214546408265	0.14112975
Posterior vertebral hypoplasia	Decreased circulating follicle stimulating hormone concentration	4.577027209409902e-05	0.24212152
Posterior vertebral hypoplasia	Broad jaw	0.1207215012435571	0.12209691
Increased intracranial pressure	Vitamin B12 deficiency	5.2221767511332274e-05	-0.020753887
Patchy atrophy of the retinal pigment epithelium	Androgen insufficiency	7.98654433909015e-05	0.15648617
Hypomagnesemia	Facial paralysis	5.595899601954029e-05	0.14766297
Impaired distal tactile sensation	Bilateral microphthalmos	5.507141422918114e-05	0.23586078
Neurofibrillary tangles	Limbal stem cell deficiency	5.08325315417379e-05	0.18499678
Hammertoe	Prolonged G2 phase of cell cycle	5.651980813194554e-05	-0.0067691286
Normochromic microcytic anemia	Neonatal cholestatic liver disease	3.993272169545075e-05	0.30929503
Chronic diarrhea	Bilateral facial palsy	0.0001526493127735	0.11922232
Progressive inspiratory stridor	EEG with burst suppression	4.8726132196001617e-05	0.14064653
Muscle mounding	Increased QRS voltage	4.2520165072717376e-05	0.07841382
Frontal bossing	Urethrovaginal fistula	5.868207813992507e-05	0.032365456
Congenital hypoparathyroidism	Decreased prothrombin time	4.433252921306609e-05	0.4013309
Waddling gait	Redundant neck skin	6.736877784901694e-05	0.22890389
Central diabetes insipidus	Thyroid nodule	0.2770470039153107	0.2610056
Laryngeal web	Unilateral radial aplasia	9.964387059618608e-05	0.17918432
Acanthosis nigricans	Maintenance insomnia	4.991645038542758e-05	0.028337386
Dystrophic fingernails	Hemidystonia	4.885073886735671e-05	0.19471672
Permanent atrial fibrillation	Sickled erythrocytes	0.0001072135125263	0.19430727
Refractory anemia	Hepatic hemangioma	4.325406564155514e-05	0.32859853
Hyperproteinemia	Diaphragmatic paralysis	9.719461910870474e-05	0.25403228
Humeral pseudarthrosis	Testicular torsion	7.98654433909015e-05	0.27092475
Upper eyelid coloboma	Progressive psychomotor deterioration	4.754448578692532e-05	0.011330099
Congenital facial diplegia	Thin toenail	7.98654433909015e-05	0.39682245
Hypoplasia of the primary teeth	Euphoria	4.1527089114850486e-05	0.16169326
Trichodysplasia	Confluent hyperintensity of cerebral white matter on MRI	9.093229424222476e-05	0.11087737
Neurofibrillary tangles	Optic atrophy from cranial nerve compression	0.1340913185056997	0.31611335
Narrow foot	Hypernatremic dehydration	4.577027209409902e-05	0.17445609
Abnormal sacral segmentation	Mild conductive hearing impairment	7.98654433909015e-05	0.17864606
Megaloblastic bone marrow	Premature birth following premature rupture of fetal membranes	3.993272169545075e-05	0.22757262
Impaired distal tactile sensation	Cartilaginous ossification of larynx	4.8726132196001617e-05	0.14151824
Megaloblastic bone marrow	Onychogryposis of toenails	4.384100649655963e-05	0.19283968
Delayed eruption of primary teeth	Joint hemorrhage	5.568006858401274e-05	0.075802624
Depressed nasal tip	Galactose intolerance	4.846394887683536e-05	0.16925772
Mandibulofacial dysostosis	Gallbladder dysfunction	4.546614712111239e-05	0.22477779
Celiac disease	Sparse facial hair	4.818212141725109e-05	0.10777987
Anodontia	Sudden episodic apnea	4.846394887683536e-05	0.26515126
Congenital adrenal hyperplasia	Hypoplasia of the olfactory bulb	4.546614712111239e-05	0.32899427
Decreased mitochondrial complex III activity in liver tissue	Stiff ankle	8.650813128311028e-05	-0.017687663
Obtuse angle of mandible	Malignant genitourinary tract tumor	3.993272169545075e-05	0.2030778
Benign gastrointestinal tract tumors	Pancreatoblastoma	0.5890641382974053	0.23429933
Bilateral postaxial polydactyly	Restricted chest movement	0.0925392826858166	0.26089293
Microscopic hematuria	Laryngeal edema	0.1749579277433559	0.16647032
Avascular necrosis of the capital femoral epiphysis	Lingual dystonia	5.1884974814677736e-05	0.009394111
Duplication of renal pelvis	Mandibular condyle hypoplasia	4.1527089114850486e-05	0.29168442
Normochromic anemia	Social and occupational deterioration	4.676934355271362e-05	0.039677624
Nonspherocytic hemolytic anemia	Chronic lactic acidosis	4.803278487698834e-05	0.2516194
Flattened femoral head	Ankyloglossia	4.920200344776741e-05	0.09996312
Patchy atrophy of the retinal pigment epithelium	Retinal hole	0.6705242741660843	0.6601532
Axial muscle weakness	Seesaw nystagmus	0.0001072135125263	0.23222558
Reduced factor XII activity	Extrapyramidal dyskinesia	4.717802693158189e-05	0.11289671
Leukopenia	Myeloid maturation arrest	0.2691709875637549	0.4514436
Ankle swelling	Sebaceous gland carcinoma	4.1527089114850486e-05	-0.031657185
Lobulated tongue	Esophageal varix	5.793301368545958e-05	0.15081769
Glandular hypospadias	Subepithelial corneal opacities	4.384100649655963e-05	0.2502589
Hematemesis	Peau d'orange	4.676934355271362e-05	0.073471814
Impaired convergence	Stooped posture	4.513091349926087e-05	0.23797265
Narrow chest	Tibialis anterior muscle atrophy	0.0868845484933061	0.1484602
Posterior embryotoxon	Palmoplantar erythema	5.139110160925746e-05	0.1513169
Paralytic ileus	Stomatocytosis	4.803278487698834e-05	0.17923489
Transitional cell carcinoma of the bladder	Segmental peripheral demyelination	4.7877152157943535e-05	0.22331916
